Integration Type,Language,Sentiment,Categories,Text
google_mybusiness,eng,1,experience;food,"Me encantan las pizzas, muy ricas(Translated by Google)I love pizzas, very rich"
google_mybusiness,eng,1,experience;food,Las pizzas muy buenas.(Translated by Google)The pizzas very good.
google_mybusiness,eng,1,experience,Muy bueno(Translated by Google)Very good
google_mybusiness,nld,1,food;service,(Translated by Google) Very tasty and a friendly service(Original)Zeer lekker en een vriendelijke bediening
yelp,eng,1,experience;food;environment,"I really enjoyed this place!  You walk in and order at the kitchen. You're sitting in the kitchen and can watch them prep the plates. They have pitchers of water at the table, which I really liked!"
google_mybusiness,eng,1,experience;food;value,(Translated by Google) Gourmet meatloaf with side dish and beer for € 13 .... well spent(Original)Polpettona gourmetcon contorno e birra a 13€....ben spesi
google_mybusiness,spa,1,experience;food;service,"Muy buen servicio,excelente atención,Deliciosas pizzas,Maravilloso lugar para compartir.(Translated by Google)Very good service, excellent service, Delicious pizzas, Wonderful place to share."
google_mybusiness,eng,1,experience;food;service,"Muy  buenas pizzas, buen ambiente y buen trato por parte del personal(Translated by Google)Very good pizzas, good atmosphere and good treatment by the staff"
google_mybusiness,spa,1,experience;food;value,"Las pizzas están súper ricas y el servicio muy majo. Al precio que pagas no puedes pedir más, muy recomendable."
google_mybusiness,spa,1,experience;food;service,"Buenísimo como siempre. De las mejores pizzerías de Madrid. Buen precio, buen servicio y buena comida. Reservar con antelación porque se llenan todos sus locales!"
google_mybusiness,spa,1,experience;food;service,Autenticas pizzas napolitanas en horno de leña. Camareros muy atentos. Volveremos
google_mybusiness,eng,1,experience;food,Pizza 💯
google_mybusiness,spa,1,experience;food;environment,"Buenisimas las pizzas, los camareros amables. Si tuviese que ponerle una pega sería que las mesas están demasiado juntas a las de otros comensales, pero la comida genial(Translated by Google)Great pizzas, friendly waiters. If I had to put a fault it would be that the tables are too close to those of other diners, but the food is great"
google_mybusiness,spa,1,experience;food;service;reputation,"Nos sirvieron unas deliciosas pizzas hechas con horno de leña y nos explicaron que la receta es original del Nápoles del siglo XVIII. Cuando las probé, me parecieron realmente muy buenas. La atención de los camareros fue rápida y amable en nuestra visita. Muy recomendable este restaurante.(Translated by Google)They served us delicious pizzas made with a wood-fired oven and explained that the recipe is original from Naples in the 18th century. When I tried them, they seemed really good. The waiters' attention was quick and friendly on our visit. Highly recommended this restaurant."
google_mybusiness,eng,1,experience;family_friendly,Esta muy bueno para compartir y comer con los amigos y la familia 😝😝(Translated by Google)It's very good to share and eat with friends and family 😝😝
google_mybusiness,spa,1,experience;reputation;food,"El trato es muy bueno, el sitio me ha encantado y las pizzas buenísimas. Recomiendo ir pronto los fines de semana porque se llena y si vas entre semana es perfecto 👌(Translated by Google)The treatment is very good, I loved the site and the pizzas very good. I recommend going soon on weekends because it gets full and if you go during the week it is perfect"
google_mybusiness,por,1,food;value,No está mal calidad precio(Translated by Google)Not bad quality price
google_mybusiness,eng,1,experience;service,Sublime!!! Trato de lo mejor!!!(Translated by Google)Sublime!!! I try the best !!!
google_mybusiness,eng,1,food;experience,"Autentica pizza napolitana, buen ambiente, buen servicio y las cervezas bien frias aun teniendo el local lleno(Translated by Google)Authentic Neapolitan pizza, good atmosphere, good service and very cold beers even having the place full"
google_mybusiness,eng,1,experience;food;service,Las pizzas buenísimas hechas en horno de piedra y el trato es excelente!!!(Translated by Google)The best pizzas made in stone oven and the treatment is excellent !!!
facebook,por,1,experience,"He probado otra PIZZA NAPOLITANA más, esta vez una de las más famosas o me atrevería a decir... LA MÁS FAMOSA DE MADRID.¿Merecerán la pena?Ya me van quedado menos pizzas napolitanas míticas de Madrid que probar... cuando acabe, os haré mi ranking ;-)https://www.larecomendadora.com/2019/09/grosso-napoletano-madrid-pizzas.htmlGrosso Napoletano Grosso Napoletano Grosso Napoletano Grosso Napoletano Grosso Napoletano Grosso Napoletano"
google_mybusiness,eng,1,experience,"Excellent pizzas, super fast and very friendly service. Best pizza place in town I would say:-)"
google_mybusiness,eng,-1,experience,"Normal, nada espectacular(Translated by Google)Normal, nothing spectacular"
google_mybusiness,spa,-1,experience;food,"Pizza rica, le falta un punto crujiente a la masa. Servicio atento, rápido aunque un poco despistados. Cervezas poco frías. No pudimos elegir varios entrantes ya que, según nos informaron, se quedaron sin género debido a la gran afluencia a mediodía (fuimos a cenar). Tiramisú muy rico. Recomendable reservar.(Translated by Google)Rich pizza, a crunchy point is missing from the dough. Attentive service, fast but a bit clueless. Little cold beers. We could not choose several entrees since, as we were informed, they were without gender due to the large influx at noon (we went to dinner). Tiramisu very rich. Recommended to book."
google_mybusiness,eng,-1,experience;food;service,"Un lugar no solo se hace a base de un producto bueno y fresco. También lo hacen las personas que laboran allí . Directamente me refiero a Francisco una persona que hace que un restaurante vaya en caída libre . Una persona que a las 9pm deja de recibir personas (personalmente vi como rechazo más de 12 personas bajo la premisa que ya estaba todo reservado) . Estuve en el restaurante y había mesas, muchas, libres y no llego ninguna reserva. Como dije en un principio la comida todo muy rica.(Translated by Google)A place is not only made from a good and fresh product. So do the people who work there. Directly I mean Francisco a person who makes a restaurant go free fall. A person who at 9pm stops receiving people (personally I saw as rejection more than 12 people under the premise that everything was already reserved). I was in the restaurant and there were tables, many, free and no reservation arrived.As I said at the beginning the food all very rich."
facebook,nld,0,value,Goed om horen Yannis!
facebook,nld,-1,service,"Hi Nicolas, we zijn het aan het opvolgen maar het probleem lijkt nog niet meteen duidelijk. Alvast heel erg bedankt om het te laten weten. Mailtje in je inbox, geniet er van! 😉"
facebook,nld,0,convenience,"Oke, dankuwel!"
facebook,eng,1,experience,"Foodie Fortnight continues with an amazing 3-course lunch in Middletons Steakhouse & Grill Norwich, followed by a mooch around the city.This. Is. The . Life 😊😊😊🖖🖖🖖😊😊😊"
google_mybusiness,eng,-1,experience;food,Rather disappointed with the food
google_mybusiness,eng,1,experience;food;service,Lovely food and service
google_mybusiness,eng,1,experience;food,Nice food
google_mybusiness,eng,1,experience;food,Good food !!
google_mybusiness,eng,-1,experience;service,"terrible service and really bad attitude, definitely not come back again"
google_mybusiness,eng,1,experience;food,(Translated by Google) Great place to eat(Original)Gran sitio para comer
google_mybusiness,eng,1,experience;food;service,Tasty Food but Slow Service
yelp,eng,1,experience;food,"Real Italian. Pizza, calamari, risotto, and deserts were just delicious. Apple tart was also a must try."
facebook,deu,1,experience;food;service,"Delicious food, good service and good wine"
google_mybusiness,eng,1,experience;food;value,Usual food but expensive
google_mybusiness,eng,-1,experience;food;value,If you're hungry it'll do but it's seriously average and actually quite expensive for what you get...
google_mybusiness,eng,1,experience;food;environment,I loved the food and nice place
google_mybusiness,eng,1,experience;food,Great place to wine and dine
facebook,eng,1,experience;service;food,Excellent service and fabulous food. A really good evening.
google_mybusiness,eng,1,service,"Hmmm, I didn't have a steak so can really judge. The starter was very nice. Found the burgers dry. Great service, very good but not sure if go back."
google_mybusiness,eng,1,experience;food;value,"Nice food, not too pricey.   Left happy."
facebook,deu,1,experience;food;reputation,"Lovely dinner, definitely recommend"
facebook,eng,1,experience;service;environment,service was good.  great menu and nice atmosphere
google_mybusiness,eng,1,experience;food,Food was very tasty
facebook,eng,1,experience;food;service;value,Brilliant food and so much choice. Great service too. Set price menu is 3 courses for £10.95 which is an absolute bargain!
facebook,eng,1,experience;service;food;reputation,"Amazing service, really kind waitresses and waiters - Evelina was great and talked to my brother a lot as it was his 10th birthday. At the end they sang happy birthday to him and brought out the plate shown in the picture (he was too full for dessert). Excellent food, would highly recommend."
google_mybusiness,eng,1,experience;service;food,"Went there with my family to eat on the weekend. The food was deliverd quickly within a timely manner from starters, main course and dessert. The food was cooked a very nicely and we would recommend this restaurant if you are planning to go to it. Overall we would go."
google_mybusiness,fra,1,experience;reputation;food;service,"Perfect. Recommended.  Good service, good food."
google_mybusiness,eng,1,experience,"Great place to go with small groups up to 6, one of the better steak houses in Milton Keynes. In my experience I have found that with larger groups they struggle to give the same experience both with customer service and food quality."
facebook,eng,1,experience;food,"Very nice food , had surf and turf"
google_mybusiness,eng,1,experience;food;service,Food good but a bit minimalist in decor. Needs to be more welcoming. Staff great.
google_mybusiness,eng,1,experience;food,Fantastic meal again!
google_mybusiness,eng,1,experience;food;value;environment;service,Delicious lunchtime menu and great value for money. Been here a few times and am always impressed. The staff and atmosphere are both friendly and relaxed. Can't fault it
facebook,eng,1,experience;food,Fun good food tasty menu something for all people
facebook,eng,1,experience;food;service,Evalina thank you for joining in on my pre-wedding celebrations - the food was awesome and your service even more so!
google_mybusiness,eng,0,experience;food,"Good steakhouse restauant in chelmsford. Nice places, but you need to order steak at medium done. They fire up steak welldone."
google_mybusiness,eng,1,experience;service;food,"Our waitress was so lovely. I didn’t catch her name sadly but she did such a great job and was so attentive to everything we needed. I must say she will do well wherever her career takes her. She was so bubbly and smily...you couldn’t help but love her. The food was also decent, just regret not having enough time to enjoy the restaurant as we were rushing to the movies."
google_mybusiness,eng,-1,experience;food;reputation,Waited over 30 minutes for the food to arrive was brought 2 bottles of water only 1 glass between the 2 of us. Was asked if we would like any sauce with our meal it would have been nice to have the  meal first. Food was not very warm. Will not be recommending this place to anyone
google_mybusiness,eng,1,experience;food;service,Food was fantastic service was excellent!  We will definitely  go again
facebook,nld,1,consistency;food;family_friendly,lekker en kindvriendelijk
google_mybusiness,nld,1,reputation;family_friendly;food;environment,"Degelijk hamburgerrestaurant. Dat is het concept. Het is meer restaurant dan een ""Five Guys"", maar de fast zit er zeker in. Standaard kan je tussen heel wat burgers kiezen, ook vis en vegetarisch. Let ook op de specials! Burgers eet je met of zonder friet, dat kies je zelf. Ook de bierkaart is ok. Niet enorm, maar meer dan een pils en tripel. Vroeger waren de frieten wedges, tegenwoordig standaard diepvriesalumettes. Persoonlijke keuze, maar ik had liever wedges. De kinderen hebben een propere en grote speelruimte achterin. Een volledige glaswand zorgt voor de gewenste inkijk. Voor een etentje met kinderen zeker een ++. Het uitzicht op het MAS en het Bonapartedok maken het een heel aangename locatie, overdag en 's avonds.(Translated by Google)Decent hamburger restaurant. That is the concept. It is more restaurant than a ""Five Guys"", but the fast is certainly in it. By default you can choose between many burgers, including fish and vegetarian. Also note the specials! You eat burgers with or without fries, you choose that yourself. The beer list is also ok. Not huge, but more than a beer and tripel. In the past, the fries were wedges, nowadays standard frozen alumettes. Personal choice, but I prefer wedges. The children have a clean and large play area in the back. A full glass wall provides the desired view. For a dinner with children, definitely a ++. The view of the MAS and the Bonaparte dock make it a very pleasant location during the day and in the evening."
google_mybusiness,nld,1,reputation;food;service,Super lekker eten en heel vriendelijke bediening!(Translated by Google)Super tasty food and very friendly service!
google_mybusiness,eng,1,reputation;food,(Translated by Google) Excellent meal(Original)Excelente comida
google_mybusiness,eng,1,reputation;food,(Translated by Google) Very good co(Original)Muy buena la co
facebook,nld,1,reputation;food;consistency,"heerlijke burgers, een echte aanrader"
google_mybusiness,dan,0,reputation;environment,"Mooie zaak, maar eten was middelmatig(Translated by Google)Nice thing but food was mediocre"
google_mybusiness,nld,1,reputation;food;service,Bediening is vriendelijk en snel. Eten is lekker maar ik ben nog altijd mzer fan van Ellis.(Translated by Google)Operation is friendly and fast. Food is tasty but I am still a fan of Ellis.
google_mybusiness,eng,0,experience;food;service;environment,Food excellent service a little slow very noisy but the end result was good
google_mybusiness,eng,1,experience,Super restaurant
google_mybusiness,eng,1,experience,Very nice oysters from Normandie!!
google_mybusiness,eng,1,experience;innovation,"Raw food is good, cooked food not good as raw one"
google_mybusiness,eng,1,experience;service;food;value,Fresh and nice seafood in a casual and contemporary environment.  Good service and reasonable price too!  Perfect for seafood lovers!
google_mybusiness,eng,1,experience;service;food,"Delicious fresh seafood in a casual upbeat atmosphere.  Incredible, warm, friendly service.  Had a really nice dinner!!!"
google_mybusiness,nld,0,food;value,"Lekkere burgers, een beetje duurder"
google_mybusiness,nld,1,food,Super lekkere burgers voor een degelijke prijs
yelp,eng,1,food,"I had a brunch date here.  It was not crowded at 10:30 AM.  When my date arrived, I ordered a Golf Ball - great drink.  The real reason for five stars :  best waffle I've ever had in my life.  Seriously, it was delicious. Service was good too."
facebook,eng,1,food;service,"Great menu, super service!!"
facebook,eng,1,food,"Great new menu, Chef Mike Saef, has outdone himself again, thanks for a delicious lunch, perfect place, food, and weather."
facebook,eng,1,food,Nice view the atmosphere was relaxing and it was 2 c people I haven’t seen in awhile
google_mybusiness,eng,1,environment;service;food,Good place. Fun staff. Loved the food. Very fresh and tasty
google_mybusiness,nld,1,food;service,SUPER‼Heerlijke Tosti's😜😜😜👍🏽👍🏽👍🏽👍🏽echt een aanrader‼‼SUPER gezellig personeel😜👍🏽(Translated by Google)SUPER‼ Delicious Sandwiches😜😜😜👍🏽👍🏽👍🏽👍🏽really recommended ‼‼ SUPER pleasant staff😜👍🏽
google_mybusiness,deu,-1,service,Wartezeit wesentlich zu lang. Bestellungen kamen nur zur Hälfte. Auch auf Nachfrage wurde es nicht schneller. Location ist aber schön eingerichtet.
google_mybusiness,eng,0,service,Solid tosti’s with pleasant staff and atmosphere. Service is a little slow and confusing because if eating in you take a table but no one comes to take order until you go to counter and ask. Then they come over. But they never check back so I didn’t get any more to drink and never got the bill because you go to the counter to pay. Could use an improved process but food is solid
google_mybusiness,eng,1,food;consistency,Fantastic food with love
google_mybusiness,deu,1,food;service,"Das Frühstück war sehr gut und preisgünstig, der Service gut und das Konzept unterstützt die Umwelt und Menschen mit Behinderungen ☺"
google_mybusiness,eng,1,food,"Best tosti in town!! Melt cheesy toast with ham in your mouth are so enjoynable. You have 3 choice of bread (original, brown, dark) and plenty of sauces selection.Average cost for each menu are 4-7 Euro and yes they have free WiFi and lovely ☕ 😀"
facebook,eng,-1,service;environment;food,"The service was very good. The dishes were not named by their names, but explanations of ingredients were given. The live music was not good and way too loud. We could not hold a conversation without yelling at each other. The “entertainment “ was very bad and extremely irritating. We expected great Indonesian food, but were disappointed by many dishes, which were tasteless. The nasi goreng was very oily and gave those who ate it upset stomachs. We are all Indos and know our Indonesian food. All in all an overpriced disappointing experience for myself and 12 of my relatives."
google_mybusiness,eng,-1,environment;service,Nooit gegeten maar hoor geen beste berichten; personeel vooral met zichzelf bezig. Overpriced en geen goede kwaliteit eten. Voor de buren gedraagt deze toko niet echt sociaal.(Translated by Google)Never eaten but hear no best messages; staff mainly concerned with themselves. Overpriced and not good quality food. For the neighbors this shop is not really social.
google_mybusiness,swe,1,experience;service,Super après-midi bowling en famille Bien accueilli bien servis Je reviendrais sans hésitation
formitable,eng,-1,food;service,"The food was very good, however we were very disappointed in the service. First, someone came to present the large steak for the table. The person had no knowledge of the type/cut of steaks available - only the breeds Angus or Holstein. Only 1 of the 3 steaks on your menu had the cut, the Tomahawk. That is not helpful in understanding the amount of fat, marbling, etc to share a huge steak for a table. Second, the steak took 2.5 hours to come out and arrived 1.5 hours after we finished our appetizers. I asked several times and the waiter said it's coming any minute. He never tried to help or seemed concerned with how dissatisfied we were. Not a good experience to wait that long for your mains to arrive with no food on the table. Third, I emailed about getting a dessert with sparklers/fireworks for the table for my wife's birthday. Your team emailed me that this would happen. The waiter forgot. I really would've loved to make my wife's birthday more special and show her I put some effort into celebrating it.Although the food was good, for a fine dining experience, I was extremely disappointed."
formitable,nld,-1,service;food;environment,"We waren 15 min te vroeg, helaas mochten we niet aan de bar wachten,maar terug de lift in.... Wachten in de regen... Niet erg fijn welkom. Verder heerlijk gegeten en gedronken... Ik vond Mr spice echt een verschrikkelijke toevoeging (wel met fijne sambal) maar als we naar Disney willen dan gaan we wel daar heen...."
facebook,fra,1,experience;service,Super accueil et bonne ambiance pour l’anniversaire de mon fils de 9 ansClin d’oeil spécial pour olivia (😊) qui a bien animé ce moment
google_mybusiness,eng,1,experience,Amazing!
google_mybusiness,eng,1,experience;value;environment,"Nice terras, good and small dishes for reasonable prices. Great for quality tasting."
google_mybusiness,eng,1,service;environment;value;food,Awesome bowls of happiness! The best spaghetti in Belgium
facebook,eng,1,environment,"⚡ 23.08.2019 - OpenBaar ⚡ A bar to gather people with and without limitation, together lifting the glass and twirl some damn good spaghetti!Thanks for being so beautiful Openbaar! 😍"
google_mybusiness,nld,1,experience;food,"Is gewoon (te) lekker! Altijd goed en jammer als je weg gaat.Ze zijn (een beetje) duur, maar beter duur dan niet te krijgen🥂(Translated by Google)Is just (too) delicious! Always good and a shame when you leave.They are (a little) expensive, but better expensive than not available🥂"
google_mybusiness,fra,1,service;environment;food;value,Endroit sympa pour y faire une pause déjeuner ou fraicheur
facebook,nld,0,convenience,"Hi Attila, je kan helaas niet reserveren aan het MAS. Met hoeveel personen wens je te komen? Gr,"
facebook,nld,0,value,Tot dan Fie! ;)
formitable,nld,1,service;food;experience,"Goede ontvangst, vriendelijk , proffesionele medewerkers / sters. Heerlijk gegeten"
facebook,nld,1,environment,"Op 23 augustus kwam BAVET langs op Openluchtba(a)r! Spaghetti werkt verbindend, denk maar aan de film 'Lady & de Vagebond'. Dat is nu net wat Openbaar wil bieden: een omgeving die het voor iedereen mogelijk maakt om zich verbonden te voelen. KERS OP DE TAART: BAVET verkocht 200 porties en doneerde de volledige opbrengst aan de verdere uitbouw van dit project! Jullie zijn fantastisch!! De bavetten die we kregen gebruiken we nu ook om een traantje weg te pinken. Bedankt BAVET!! Video door Alex Jouvikin 😍https://www.bavet.eu/http://www.heuvelheem.be/Maarten Putman"
facebook,nld,0,value,mvg Steven de Jaeger
facebook,eng,0,environment,"Alright thank you for the infor,mation. Yes, I was thinking to come by tomorrow Bavet Brugge. Thank you."
google_mybusiness,eng,-1,value,"Very expensive for a simple pasta place. Bacon was excellent. When asked for carbonara, waiter said ""take the 4-cheese pasta and add bacon"", which is.... Meh. Got red sauce with bacon at the end, good combo."
formitable,nld,1,service;food,Vriendelijke ontvangst met een perfecte uitleg.Het eten was zeer verrassend en erg lekker van smaakEen smaaksensatie en goed op elkaar afgestemd.Wij komen hier zeker weten terug.
facebook,fra,0,convenience,"Oui, c’est bien!!"
facebook,eng,0,convenience,Nice to hear Arjan! Thanks a lot. See you soon ;)
facebook,nld,1,experience,We hebben vrijdagmiddag genoten van jullie heerlijke rijsttafel!
facebook,nld,0,convenience,"Dag Anaïs, met hoeveel personen heb je gereserveerd? We laten momenteel geen reservaties toe te Muinkkaai, maar tot 6 personen garanderen we wel een plaatsje. Groetjes."
google_mybusiness,eng,1,experience,"Amazing. Went for the set menu. Unfortunately its really set, they dont deviate and dont do custom orders, but fine nonetheless. Would go again."
formitable,nld,1,experience;food,Zie hierboven
formitable,nld,1,experience;service,"Gister na lange week spontaan besloten af te sluiten bij Ron’s Gastrobar. Gekozen voor het zes gangen menu en elke gang was een kado. Super leuke en attente bediening (m&v), in één woord genieten!"
formitable,nld,1,experience;reputation;environment,Heerlijk en gezellig
formitable,nld,1,experience;service;food,"Zoals altijd heerlijk gegeten bij een van de Restaurants van Blaauw. Goed eten, goede sfeer, super bediening!  Enige minpuntje vind ik het beperkte aanbod voor mensen met allergie voor vis en schaal en schelpdieren, waarbij er eigenlijk maar 1 hoofdgerecht mogelijk is (spareribs en buikspek zijn gelakt met vissaus), bij andere restaurants van Blaauw zijn er gelukkig wel meer mogelijkheden.  Echter nog steeds een super avond gehadDank!Maarten Visscher"
formitable,eng,1,experience;food;service;environment,"... seriously delicious, served in a relaxed environment with attentive service."
formitable,nld,-1,service;consistency;environment,"Anders dan vorige keren was de bediening gisteravond wat te geroutineerd, minder ‘warm’ daardoor. En jammer dat de paling van de kaart is"
formitable,nld,1,experience;service;environment;reputation,"Wij vinden het altijd weer gezellig om bij u te komen lunchen, lekker eten, goede bediening en goede Amsterdamse ambiance"
formitable,eng,1,experience;service;environment,The food and the service is amazing. One drawback one of the cook was playing with his cellphone and laptop while preparing food. Seriously?
facebook,fra,1,experience;service,"Mon fils a fêté ses 6 ans ce matin. Anniversaire au top, animatrice Olivia géniale avec les enfants. L arrivée du Champomy a vraiment fait son effet. Je recommande à 1000% pour l anniversaire des enfants! merci"
formitable,eng,1,experience;service;food,"We very much enjoyed the food which came quickly, but we found the waitress whom we saw mostly inconsiderate if not rude at times."
formitable,nld,1,experience;service;environment;food,Gister voor het eerst bij Oriental gegeten. Het eten was heerlijk en mooi geserveerd. Speciale gerechten met mooie producten. Verder hele fijne bediening welke enthousiast is en verstand heeft van de gerechten. Zeker een aanrader
formitable,nld,1,food;service;reputation,"Super lekker gegeten en vriendelijke bediening. Wat ons echter opviel en eigenlijk ook tegenviel was dat een groot deel van de aperitiefjes die op het kaartje op je bord bij binnenkomst helemaal niet beschikbaar is tijdens de lunch. Wij snapte niet zo goed, waarom je het dan op het bord zou leggen. Daarnaast hadden we aangegeven bij bestellen dat 2 personen geen vlees eten, dit was echter niet doorgekomen waardoor we in eerste instantie geen vegetarische alternatieven kregen. Dit werd na aangeven echter opgelost."
formitable,nld,1,experience;food;service,"Echt genoten van een heerlijk verzorgde lunch, mooie gerechten op een mooie manier opgediend.En heel vriendelijke bediening, komen graag terug!"
formitable,nld,1,experience;service;food,Geweldige service & heerlijk eten.
formitable,nld,1,service;food;experience,Zeer vriendelijk en lekker eten. Zou het zeker aanbevelen.
formitable,nld,-1,value;environment,"Wij aten het menu. 6 gerechten. Makreel geweldig, steak tartare niet op smaak nauwelijks vlees in papadam bootje, griet gerecht erg lekker helaas garing griet niet goed, ravioli met lam helemaal af top gerecht. Het ei toetje vonden wij beiden niks bijzonders.Restaurant zat bomvol met voornamelijk toeristen, veel te veel tafels boven op elkaar, nauwelijks gesprek te voeren.Conluderend, had meer verwacht van eten de setting was voor ons niks. Uit eten gaan moet een feestje zijn dat was dit niet. Vergeleken met Lucas Rive, de Posthoorn of de Moerbei was deze ervaring op alle vlakken stukken minder."
formitable,eng,1,experience;environment;food,"We loved the great view fromthe restaurant and the overall fun vibe.  Also, they accommodated is with a rice table with no beef/pork/goat-we had all chicken/fish/vegetables, but still were able to enjoy all the great unusual tastes."
formitable,nld,1,experience;service;food,Top
formitable,nld,1,experience;food;environment,"Lekker, voldoende en fijn terras! Zelfs degene met Indonesische ""roots"" was enthousiast."
formitable,nld,1,experience;service;food,"zoals altijd SUPER , Suzanna en Fred de la Bretoniere"
formitable,nld,1,experience;service;food,"De lunch was zeer goed en lekker. Hoeveelheid, smaak en service waren top."
instagram,eng,1,environment,❥ antwerp
google_mybusiness,eng,0,service,"Muitas falhas de menu não assinaladas no cardápio. De resto, comida vulgar, sem nada de especial e, inclusivamente, alguns dos pratos pouco apurados. Apesar de tudo, pessoal simpático e atencioso.(Translated by Google)Too many menu flaws not noted on menu. Otherwise, ordinary food, with nothing special and even some of the less refined dishes. After all, friendly and attentive staff."
google_mybusiness,swe,1,experience;food,"Jätte god mat, prova gärna appen så går det snabbare"
google_mybusiness,eng,0,experience,Stökigt. Ordinär mat(Translated by Google)Messy. ordinary food
formitable,nld,1,experience;service;environment;food,Goede service en goede sfeer. Wij vonden de gerechten alleen niet zo bijzonder zoals in het verleden.
formitable,nld,1,experience;reputation;service;environment,"Prachtige locatie, mooi uitzicht, vriendelijke bediening en een heerlijke rijsttafel genoten. Een aanrader!"
formitable,nld,0,service;environment;food;value,Sfeer uitstekend. Personeel uitstekend. Je weet als je culinair gaat eten dat het niet al te veel is maar wij wilde er na nog even wat eten en dan voor 220 euro aardig aan de prijs voor een lunch.
formitable,nld,1,experience;food;service;reputation,Wij hebben uitstekend gelunched met een prima rijsttafel en zeer vriendelijk personeel.
formitable,nld,1,service;environment;food,"Ondanks de drukte was het meeste personeel heel vriendelijk. We vonden ook dat er fijne/passende muziek werd gedraaid, en niet te hard. Het interieur was smaakvol en netjes. De verfijnde smaak was verbluffend, chapeau voor het bedrijf! Anita en Carl"
formitable,nld,1,experience;food,"Echt super gegeten, mooie presentatie en smaken combinaties. De langzaam gegaarde Eend met tempeh en groene sambal is echt smaakexplosie. Sfeer en ambiance is ook goed voor elkaar.Als enige minpunt voor deze ervaring was het ontbreken van de cocktailshaker (we hadden een lunch rond 13.00 op zondag). Op tafel ligt een aperitief kaartje maar het was niet mogelijk om daar iets van te bestellen, de gin tonic kon niet gemaakt worden doordat er geen goede bartender werd er gezegd. Zonde want je begint met een negatief gevoel je ervaring, de keuken compenseerde dit gevoel razend snel."
formitable,nld,1,experience;food;convenience;consistency,Wij komen al 5 jaar met mijn ouders onze trouwdagen vieren.  (zij nu 64 jaar wij 5) Wij kwamen al op onze trouwdag. Wij kijken ieder jaar weer uit naar de hele bijzondere smaakervaringen waar Ron ons mee verrast. We hopen nog vele jaren te kunnen komen.
facebook,nld,1,experience,"Throwback naar een super gaaf event van afgelopen zomer, die plaats vond op 3 verschillende locaties voor 50 internationale gasten van het JPA accountantsorganisaties! @ Floating-Amsterdam, Ron Gastrobars & Rijksmuseum••#event #hospitality #horeca #amsterdam #nogutsnogloria"
formitable,nld,1,experience;environment;consistency,"Ben hier vaker geweest en dit is echt een avondje uit. Eten heel erg lekker en entertainment wat de avond echt compleet maakt. Zangers, quizmaster die met een karretje aan je tafel komt na het eten. Duurt niet te lang en is superleuk."
formitable,nld,1,reputation;environment;service;food,"Was heerlijk! Leuke locatie, vriendelijke bediening, restaurant is mooi aangekleed en het eten is uiteraard top."
formitable,nld,1,experience;food;service,4 personen heerlijke gegeten
facebook,nld,1,experience;service,Heerlijke avond met onze geweldige gastheer JAouad!❤️
formitable,nld,1,environment;service,"Mooie zaak, heerlijk gegeten en hele goede service! Een beleving! Ik miste alleen een beetje sfeer"
formitable,nld,1,experience;environment;food,"Met z’n tweeën heel gezellig gegeten.Bijzonder lekkere Chardonnay er bij gedronken Pangsit, Foie gras en rijsttafel Ron gegeten en black box als dessert.Komen zeker terug als liefhebber van Indisch eten!"
formitable,nld,1,experience,helemaal top!
formitable,nld,1,experience;service;environment,Mooi romatisch plekje gekregen waarbij me meer naast elkaar dan to elkaar zaten en de gevraagde bubbels werden idd direct geserveerd zonder hier nog om te vragen. Dat was top. Eerlijk gezegd boven mijn verwachting :). Gaat vaak fout in restaurants.
formitable,nld,-1,food;service,"Heerlijke rijsttafel, bediening ietwat rommelig, veel verschillende mensen aan tafel, rekening die niet klopt. Eten prima, echte Indonesische smaken."
formitable,eng,1,experience;food,Everything was amazing and delicious ! Thank you
formitable,nld,1,experience;food;environment,Leuke vibe ... heerlijk eten en gezellige inkleding!Zeker een aanrader!
formitable,nld,-1,environment,"Doordat het vrij donker was kon je het eten niet goed zien wat ten koste ging van de ervaring. Daarnaast stond de muziek hard. Live muziek was leuk, maar Justin bieber minder. Bijzondere ervaring, leuk! Mooie locatie. Meer gericht op jonger publiek."
google_mybusiness,eng,1,experience;value,Very good food at reasonable prices.
google_mybusiness,eng,1,experience,The quality and favor of dishes is great. I do love The Seafood Bar.
google_mybusiness,eng,1,experience,Tried their market fish for the day. Was very good.
google_mybusiness,eng,1,experience;service,Flawless service and delicious food and drink. It's very popular so pre-book or get there before the rush!
yelp,eng,1,experience,"First time to this place, I was in town on business with my 4 co-workers. It was the best Seafood experience I've had in a long time! Everything was amazing from Apps, Entrée, to Desert. We had the shared cold misto Platter and the Hot Platter, all the seafood tasted fresh and the King crab from North sea was great. All my co-workers raved about how good the food was and sadly, we were not able to finish it all. Service was good, at times slow, but in the end worth the wait. NOTE- you need RES or you'll wait hours to get in this place."
google_mybusiness,eng,-1,food;environment;service,"The funky chicken wns not funky at all! It was full with sauce and a little bit of vegetables. The funny part is that you get a tiny piece of chicken... so you have  bread with too much sauce and a bit of chicken. And that for 11eu!On the top you need to wait like 30min until you get your food and as the toilets are out of service you need to go to the neighbours. Of course you pay there an other 50cent..I recommend to go to the frituur that is a bit further.... good quality of French fries, cheap and you don't wait that long!"
google_mybusiness,eng,-1,service,"The store is located in a very good position in the center, but the availability to some employees, leaves to be desired, takes a long time to process the order"
